issn	journal_name	pub_name	is_hybrid	category
1110-5704	African Journal of Urology	Elsevier	0	NULL
1110-6638	Egyptian Pediatric Association Gazette	Elsevier	0	NULL
1110-7251	Biomed Research International	Hindawi	0	NULL
1110-8630	Egyptian Journal of Medical Human Genetics	Elsevier	0	NULL
1110-8665	Egyptian Informatics Journal	Elsevier	0	NULL
1110-9823	The Egyptian Journal of Remote Sensing and Space Sciences	Elsevier	0	NULL
1120-1797	Physica Medica	Elsevier	1	RADIOLOGY
1121-4171	Giornale Italiano di Endodonzia	Elsevier	0	NULL
1125-7865	Dendrochronologia	Elsevier	1	NULL
1126-5434	Calcolo	Springer	1	NULL
1128-045X	Techniques in Coloproctology	Springer	1	NULL
1129-2377	Journal of Headache and Pain	Springer	0	NULL
1129-6569	Decisions in Economics and Finance	Springer	1	NULL
1130-0558	Revista Espa ola de Cirug a Oral y Maxilofacial	Elsevier	0	NULL
1130-1406	Revista Iberoamericana de Micologia	Elsevier	1	INFECTIOUS DISEASES
1130-1473	Neurocirug A	Elsevier	1	NEUROSCIENCE
1130-2399	Enfermer a intensiva	Elsevier	1	NULL
1130-5274	Cl nica y Salud	Elsevier	0	NULL
1130-8621	Enfermeria Clinica	Elsevier	1	NULL
1132-0559	Psychosocial Intervention	Elsevier	0	NULL
1133-0740	Anuario de Psicolog a Jur dica	Elsevier	0	NULL
1133-455X	Revista De Economia Aplicada	Universidad De Zaragoza	0	ECONOMICS
1134-0096	Cirug a Cardiovascular	Elsevier	0	NULL
1134-2072	FMC. Formaci n m dica continuada en atenci n primaria	Elsevier	1	NULL
1134-248X	Medicina Paliativa	Elsevier	1	NULL
1134-282X	Revista de Calidad Asistencial	Elsevier	1	NULL
1134-5934	Psiquiatria Biologica	Elsevier	1	NULL
1135-755X	Psicolog a Educativa	Elsevier	0	NULL
1138-2074	Revista M dica Internacional sobre el S ndrome de Down	Elsevier	1	NULL
1138-3593	SEMERGEN - Medicina de Familia	Elsevier	1	NULL
1138-4891	Revista de Contabilidad	Elsevier	0	NULL
1146-609X	Acta Oecologica	Elsevier	1	ECOLOGY AND EVOLUTION
1155-1704	Journal de Th rapie Comportementale et Cognitive	Elsevier	1	NULL
1156-5233	Journal de Mycologie M dicale	Elsevier	1	INFECTIOUS DISEASES
1158-1360	Sexologies	Elsevier	1	NULL
1161-0301	European Journal of Agronomy	Elsevier	1	PLANT BIOLOGY
1162-9088	Revue europ enne de psychologie appliqu e	Elsevier	1	PSYCHOLOGY
1164-5563	European Journal of Soil Biology	Elsevier	1	PLANT BIOLOGY
1166-3413	l'Aide-Soignante	Elsevier	1	NULL
1166-7087	Progr s en Urologie	Elsevier	1	UROLOGY
1169-8330	Revue du rhumatisme	Elsevier	1	NULL
1175-8708	English Teaching-Practice and Critique	Self Owned - Non-Profit Society	0	EDUCATION
1176-6328	Neuropsychiatric Disease and Treatment	Dove Medical Press Ltd	0	NEUROSCIENCE
1176-9092	Clinical Interventions in Aging	Dove Press	0	MEDICINE
1176-9343	Evolutionary Bioinformatics	Libertas Academica	0	MOLECULAR AND CELL BIOLOGY
1177-8881	Drug Design, Development and Therapy	Dove Medical Press Ltd	0	MEDICINE
1177-889X	Patient Prefence and Adherence 	Dove Medical Press Ltd	0	MEDICINE
1178-1661	The Patient - Patient-Centered Outcomes Research	Springer	1	NULL
1178-2013	International Journal of Nanomedicine	Dove Press	0	NULL
1178-6930	Oncotargets and Therapy	Dove Press	0	ONCOLOGY
1179-1314	Breast Cancer 	Dove Press	0	NULL
1179-187X	American Journal of Cardiovascular Drugs	Springer	1	NULL
1179-1888	American Journal of Clinical Dermatology	Springer	1	NULL
1179-1896	Applied Health Economics and Health Policy	Springer	1	NULL
1179-190X	BioDrugs	Springer	1	NULL
1179-1918	Clinical Drug Investigation	Springer	1	NULL
1179-1926	Clinical Pharmacokinetics	Springer	1	NULL
1179-1934	CNS Drugs	Springer	1	NULL
1179-1942	Drug Safety	Springer	1	NULL
1179-1950	Drugs	Springer	1	NULL
1179-1969	Drugs & Aging	Springer	1	NULL
1179-1977	Drugs & Therapy Perspectives	Springer	1	NULL
1179-1985	High Blood Pressure & Cardiovascular Prevention	Springer	1	NULL
1179-1993	Pharmaceutical Medicine	Springer	1	NULL
1179-2000	Molecular Diagnosis & Therapy	Springer	1	NULL
1179-2019	Pediatric Drugs	Springer	1	NULL
1179-2027	PharmacoEconomics	Springer	1	NULL
1179-2035	Sports Medicine	Springer	1	NULL
1179-2787	Open Access Insect Physiology	Dove Medical Press Ltd	0	NULL
1179-5395	New Zealand Journal of Forestry Science	Springer	0	NULL
1179-6901	Drugs in R&d	ADIS International	0	NULL
1198-743X	Clinical Microbiology and Infection	Elsevier	1	INFECTIOUS DISEASES
1201-561X	Theory and Applications of Categories	Mount Allison Univ	0	MATHEMATICS
1201-9712	International Journal of Infectious Diseases	Elsevier	0	INFECTIOUS DISEASES
1210-2512	Radioengineering	Self Owned - Non-Profit Society	0	CIRCUITS
1212-1800	Czech Journal of Food Sciences	Self Owned - Non-Profit Society	0	FOOD SCIENCE
1212-1819	Czech Journal of Animal Science	Inst Agricultural Food Information	0	VETERINARY
1212-4117	Kontakt	Elsevier	1	NULL
1214-021X	Journal of Applied Biomedicine	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1214-0287	Journal of Applied Biomedicine	Versita	0	NULL
1214-1178	Plant Soil and Environment	Self Owned - Non-Profit Society	0	PLANT BIOLOGY
1217-8837	Acta Zoologica Academiae Scientiarum Hungaricae	Hungarian Natural History Museum	0	ECOLOGY AND EVOLUTION
1220-1766	Studies in Informatics and Control	Natl Inst R&d Informatics-Ici	0	OPERATIONS RESEARCH
1221-1451	Romanian Reports in Physics	Romanian Academy of Sciences	0	PHYSICS AND CHEMISTRY
1221-146X	Romanian Journal of Physics	Editura Academiei Romane	0	HIGH ENERGY PHYSICS
1224-5984	Romanian Biotechnological Letters	Self Owned - Non-Profit Society	0	FOOD SCIENCE
1225-6463	Etri Journal	Electronics Telecommunications Research Inst	0	NULL
1226-086X	Journal of Industrial and Engineering Chemistry	Elsevier	1	NULL
1226-3192	Journal of the Korean Statistical Society	Elsevier	1	NULL
1226-8453	Journal of Ginseng Research	Elsevier	0	FOOD SCIENCE
1226-8615	Journal of Asia-Pacific Entomology	Elsevier	1	ECOLOGY AND EVOLUTION
1229-5949	Bulletin of the Korean Chemical Society	Korean Chemical Soc	0	NULL
1229-845X	Journal of Veterinary Science	Self Owned - Non-Profit Society	0	VETERINARY
1230-2813	Post_py Psychiatrii i Neurologii	Elsevier	1	NULL
1230-3666	Fibres & Textiles in Eastern Europe	Inst Chemical Fibres	0	PHYSICS AND CHEMISTRY
1230-8013	Polish Annals of Medicine	Elsevier	1	NULL
1239-629X	Annales Academiae Scientiarum Fennicae-Mathematica	Suomalainen Tiedeakatemia	0	MATHEMATICS
1239-9736	International Journal of Circumpolar Health	Self Owned - Non-Profit Society	0	MEDICINE
1246-7391	M decine et Droit	Elsevier	1	NULL
1246-7820	Transfusion clinique et biologique	Elsevier	1	MEDICINE
1248-9204	Hernia	Springer	1	NULL
1258-780X	M tiers de la petite enfance	Elsevier	1	NULL
1259-4792	Soins P diatrie/Pu riculture	Elsevier	1	NULL
1262-3636	Diabetes and Metabolism	Elsevier	1	MEDICINE
1268-6034	Soins G rontologie	Elsevier	1	NULL
1268-7731	Foot and Ankle Surgery	Elsevier	1	NULL
1269-1763	Pratiques psychologiques	Elsevier	1	PSYCHIATRY
1270-9638	Aerospace Science and Technology	Elsevier	1	FLUID MECHANICS
1278-3218	Cancer / Radioth rapie	Elsevier	1	ONCOLOGY
1279-7960	Le Praticien en anesth sie r animation	Elsevier	1	NULL
1279-8517	Surgical and Radiologic Anatomy	Springer	1	ORTHOPEDICS
1280-8571	Adansonia	Self Owned - Non-Profit Society	0	ECOLOGY AND EVOLUTION
1280-9551	Zoosystema	Self Owned - Non-Profit Society	0	ECOLOGY AND EVOLUTION
1280-9659	Geodiversitas	Self Owned - Non-Profit Society	0	NULL
1286-0115	Morphologie	Elsevier	1	NULL
1286-4579	Microbes and Infection	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1290-0729	International Journal of Thermal Sciences	Elsevier	1	ENERGY
1292-895X	The European Physical Journal E	Springer	1	NULL
1293-2558	Solid State Sciences	Elsevier	1	PHYSICS AND CHEMISTRY
1293-8505	La revue de l'infirmi re	Elsevier	1	NULL
1294-4475	Oil & Gas Science and Technology-Revue De L Institut Francais Du Petrole	Editions Technip	0	NULL
1296-2074	Journal of Cultural Heritage	Elsevier	1	ANTHROPOLOGY
1297-319X	Joint Bone Spine	Elsevier	1	RHEUMATOLOGY
1297-9589	Gyn cologie Obst trique et Fertilit 	Elsevier	1	MEDICINE
1297-966X	Annals of Forest Science	Springer	1	NULL
1297-9678	Apidologie	Springer	1	NULL
1297-9686	Genetics Selection Evolution	EDP Sciences	0	NULL
1297-9716	Veterinary Research	Biomed Central	0	NULL
1300-2163	Turk Psikiyatri Dergisi	Self Owned - Non-Profit Society	0	PSYCHIATRY
1301-1111	Turkish Journal of Field Crops	Soc Field Crop Sci	0	PLANT BIOLOGY
1302-9657	Klinik Psikofarmakoloji Bulteni-Bulletin of Clinical Psychopharmacology	Self Owned - Non-Profit Society	0	NULL
1303-2712	Turkish Journal of Fisheries and Aquatic Sciences	Self Owned - Non-Profit Society	0	ECOLOGY AND EVOLUTION
1303-2968	Journal of Sports Science and Medicine	Ios Press	0	SPORTS MEDICINE
1303-6092	Turkish Journal of Biology	Tubitak Scientific & Technical Research Council Turkey	0	NULL
1303-6106	Turkish Journal of Botany	Tubitak Scientific & Technical Research Council Turkey	0	NULL
1303-6114	Turkish Journal of Zoology	Tubitak Scientific & Technical Research Council Turkey	0	NULL
1303-6130	Turkish Journal of Chemistry	Scientific Technical Research Council Turkey-Tubitak	0	NULL
1303-6149	Turkish Journal of Mathematics	Scientific and Technological Research Council of Turkey	0	NULL
1303-6165	Turkish Journal of Medical Sciences	Scientific Technical Research Council Turkey-Tubitak	0	NULL
1303-6173	Turkish Journal of Agriculture and Forestry	Self Owned - Non-Profit Society	0	NULL
1303-6181	Turkish Journal of Veterinary & Animal Sciences	Scientific Technical Research Council Turkey-Tubitak	0	NULL
1303-619X	Turkish Journal of Earth Sciences	Scientific Technical Research Council Turkey-Tubitak	0	NULL
1303-6203	Turkish Journal of Electrical Engineering and Computer Sciences	Scientific Technical Research Council Turkey-Tubitak	0	NULL
1305-3825	Diagnostic and Interventional Radiology	Self Owned - Non-Profit Society	0	RADIOLOGY
1307-6167	Records of Natural Products	Self Owned - Non-Profit Society	0	FOOD SCIENCE
1308-5263	Turkish Journal of Hematology	Aves Yayincilik	0	NULL
1309-0283	Turkish Journal of Rheumatology	Aves Yayincilik	0	NULL
1309-1042	Atmospheric Pollution Research	Elsevier	1	NULL
1313-2970	ZooKeys	Self Owned - Mid Sized - Unknown Profit Status	0	NULL
1314-2607	Journal of Hymenoptera Research	International Society of Hymenopterists	0	NULL
1319-0164	Saudi Pharmaceutical Journal	Elsevier	0	PHARMACOLOGY
1319-1578	Journal of King Saud University - Computer and Information Sciences	Elsevier	0	NULL
1319-4534	Saudi Journal of Ophthalmology	Elsevier	0	NULL
1319-5166	Arab Journal of Mathematical Sciences	Elsevier	0	NULL
1319-562X	Saudi Journal of Biological Sciences	Elsevier	0	FOOD SCIENCE
1319-6103	Journal of Saudi Chemical Society	Elsevier	0	NULL
1322-7696	Collegian	Elsevier	1	MEDICINE
1323-8930	Allergology International	Elsevier	0	NULL
1330-0962	Biochemia Medica	Self Owned - Non-Profit Society	0	MEDICINE
1330-9862	Food Technology and Biotechnology	Faculty Food Technology Biotechnology	0	FOOD SCIENCE
1332-8166	Croatian Medical Journal	Medicinska Naklada	0	NULL
1333-9451	Acta Clinica Croatica	Self Owned - Non-Profit Society	0	NULL
1335-1788	Acta Montanistica Slovaca	Bentham	0	NULL
1335-8871	Measurement Science Review	Versita	0	CIRCUITS
1336-8052	Geologica Carpathica	Versita	0	NULL
1340-3540	Mycoscience	Elsevier	1	MYCOLOGY
1341-1357	Experimental Animals	Int Press Editing Centre Inc	0	MOLECULAR AND CELL BIOLOGY
1341-321X	Journal of Infection and Chemotherapy	Elsevier	1	INFECTIOUS DISEASES
1342-4815	Biocontrol Science	Society for Bacterial and Antifungal Agents	0	FOOD SCIENCE
1342-937X	Gondwana Research	Elsevier	1	NULL
1344-0241	Orthodontic Waves	Elsevier	1	NULL
1344-6223	Legal Medicine	Elsevier	1	NULL
1347-2852	Journal of Asian Architecture and Building Engineering	J-Stage	0	NULL
1347-3352	Journal of Oleo Science	J-Stage	0	NULL
1347-3700	Cell Structure and Function	Japan Society for Cell Biology	0	NULL
1347-3735	Breeding Science	Japanese Soc Breeding	0	NULL
1347-4367	Drug Metabolism and Pharmacokinetics	Elsevier	1	PHARMACOLOGY
1347-4715	Environmental Health and Preventive Medicine	Springer	1	NULL
1347-4820	Circulation Journal	Japanese Circulation Society	0	NULL
1347-5215	Biological & Pharmaceutical Bulletin	J-Stage	0	NULL
1347-5223	Chemical & Pharmaceutical Bulletin	Pharmaceutical Society of Japan	0	NULL
1347-5800	Acta Histochemica Et Cytochemica	Japan Soc Histochem Cytochem	0	NULL
1347-605X	Applied Entomology and Zoology	Springer	1	NULL
1347-7439	Journal of Veterinary Medical Science	Japan Soc Vet Sci	0	NULL
1347-8613	Journal of Pharmacological Sciences	Elsevier	0	MOLECULAR AND CELL BIOLOGY
1347-8648	Journal of Pharmacological Sciences	Japanese Pharmacological Soc	0	NULL
1348-0421	MicrobiologyOpen	Wiley	0	NULL
1348-2246	Analytical Sciences	Japan Soc Analytical Chemistry	0	NULL
1348-4400	Journal of Reproduction and Development	Japanese Soc Animal Reproduction	0	NULL
1348-4540	Endocrine Journal	Japan Endocrine Society	0	NULL
1348-8643	Oral Science International	Elsevier	1	NULL
1348-9585	Journal of Occupational Health	Japan Soc Occupational Health	0	NULL
1349-0079	Journal of Oral Biosciences	Elsevier	1	NULL
1349-0486	Journal of Poultry Science	J-Stage	0	NULL
1349-0923	Journal of Pesticide Science	Self Owned - Non-Profit Society	0	NULL
1349-1008	Plant Production Science	Crop Science Soc Japan	0	NULL
1349-1717	Archives of Histology and Cytology	Japan Soc Histol Documentation Niigata Univ Medical School	0	NULL
1349-2543	IEICE Electronics Express	Ieice	0	CIRCUITS
1349-273X	Journal of the Japan Petroleum Institute	Japan Petroleum Inst	0	NULL
1349-2896	Proceedings of the Japan Academy Series B-Physical and Biological Sciences	Japan Acad	0	NULL
1349-3329	Tohoku Journal of Experimental Medicine	Tohoku Univ Medical Press	0	NULL
1349-3825	Journal of Mineralogical and Petrological Sciences	Japanese Assoc Mineralogists, Petrologists & Economic Geolo	0	NULL
1349-4147	Tropical Medicine and Health	BioMed Central	0	NULL
1349-6336	Journal of Photopolymer Science and Technology 	J-Stage	0	NULL
1349-6476	Sola	Self Owned - Non-Profit Society	0	NULL
1349-7235	Internal Medicine	Japan Soc Internal Medicine	0	NULL
1349-8029	Neurologia Medico-Chirurgica	Japan Neurosurgical Soc	0	NULL
1349-9092	Journal of Epidemiology	J-Stage	0	NULL
1349-9157	Journal of Radiation Research	Japan Radiation Research Soc	0	NULL
1349-9432	Optical Review	Springer	1	NULL
1350-4177	Ultrasonics - Sonochemistry	Elsevier	1	NULL
1350-4487	Radiation Measurements	Elsevier	1	RADIOLOGY
1350-4495	Infrared Physics and Technology	Elsevier	1	PHYSICS AND CHEMISTRY
1350-4533	Medical Engineering and Physics	Elsevier	1	SPORTS MEDICINE
1350-6307	Engineering Failure Analysis	Elsevier	1	STRUCTURAL ENGINEERING
1350-9462	Progress in Retinal and Eye Research	Elsevier	1	OPHTHALMOLOGY
1352-2310	Atmospheric Environment	Elsevier	1	NULL
1352-8661	Magnetic Resonance Materials in Physics, Biology and Medicine	Springer	1	NULL
1353-8020	Parkinsonism and Related Disorders	Elsevier	1	NEUROSCIENCE
1353-8292	Health and Place	Elsevier	1	MEDICINE
1355-0306	Science & Justice	Elsevier	1	NULL
1355-1841	Journal of Neonatal Nursing	Elsevier	1	NULL
1355-2198	Studies in History and Philosophy of Modern Physics	Elsevier	1	NULL
1356-689X	Manual Therapy	Elsevier	1	SPORTS MEDICINE
1357-2725	International Journal of Biochemistry and Cell Biology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1357-3039	Medicine	Elsevier	1	NULL
1359-0286	Current Opinion in Solid State & Materials Science	Elsevier	1	PHYSICS AND CHEMISTRY
1359-0294	Current Opinion in Colloid & Interface Science	Elsevier	1	PHYSICS AND CHEMISTRY
1359-1789	Aggression and Violent Behavior	Elsevier	1	PSYCHIATRY
1359-4311	Applied Thermal Engineering	Elsevier	1	ENERGY
1359-5113	Process Biochemistry	Elsevier	1	NULL
1359-6101	Cytokine and Growth Factor Reviews	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1359-6349	EJC Supplements	Elsevier	0	NULL
1359-6446	Drug Discovery Today	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1359-6454	Acta Materialia	Elsevier	1	PHYSICS AND CHEMISTRY
1359-6462	Scripta Materialia	Elsevier	1	PHYSICS AND CHEMISTRY
1359-835X	Composites Part A	Elsevier	1	PHYSICS AND CHEMISTRY
1359-8368	Composites Part B	Elsevier	1	STRUCTURAL ENGINEERING
1360-1385	Trends in Plant Science	Elsevier	1	PLANT BIOLOGY
1360-8592	Journal of Bodywork & Movement Therapies	Elsevier	1	NULL
1361-8415	Medical Image Analysis	Elsevier	1	RADIOLOGY
1361-9209	Transportation Research Part D	Elsevier	1	TRANSPORTATION
1362-4962	Nucleic Acids Research	Oxford	0	NULL
1364-0321	Renewable and Sustainable Energy Reviews	Elsevier	1	ENERGY
1364-6613	Trends in Cognitive Sciences	Elsevier	1	NEUROSCIENCE
1364-6753	Neurogenetics	Springer	1	NULL
1364-6826	Journal of Atmospheric and Solar-Terrestrial Physics	Elsevier	1	NULL
1364-8152	Environmental Modelling and Software	Elsevier	1	NULL
1364-8535	Critical Care	BioMed Central Ltd	0	NULL
1365-1609	International Journal of Rock Mechanics and Mining Sciences	Elsevier	1	GEOTECHNOLOGY
1365-182X	Hpb	Elsevier	1	GASTROENTEROLOGY
1365-2168	Cancer Science	Wiley	0	NULL
1365-2788	Journal of Interdisciplinary Nanomedicine	Wiley	0	NULL
1365-3032	Physiological Reports	Wiley	0	NULL
1365-3164	Veterinary Medicine and Science	Wiley	0	NULL
1365-4632	Journal of Drugs in Dermatology	Journal of Drugs in Dermatology	0	NULL
1365-8050	Discrete Mathematics and Theoretical Computer Science	Self Owned - Non-Profit Society	0	COMPUTER SCIENCE
1366-5545	Transportation Research Part E	Elsevier	1	TRANSPORTATION
1367-0484	Contact Lens and Anterior Eye	Elsevier	1	OPHTHALMOLOGY
1367-2630	New Journal of Physics	Iop	0	PHYSICS AND CHEMISTRY
1367-5788	Annual Reviews in Control	Elsevier	1	ROBOTICS
1367-5931	Current Opinion in Chemical Biology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1367-9120	Journal of Asian Earth Sciences	Elsevier	1	NULL
1368-1613	Information Research	Lund University Libraries	0	INFORMATION SCIENCE
1368-7646	Drug Resistance Updates	Elsevier	1	INFECTIOUS DISEASES
1368-8375	Oral Oncology	Elsevier	1	ONCOLOGY
1369-1643	Sarcoma	Hindawi	0	NULL
1369-5266	Current Opinion in Plant Biology	Elsevier	1	PLANT BIOLOGY
1369-5274	Current Opinion in Microbiology	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1369-7021	Materials Today	Elsevier	0	PHYSICS AND CHEMISTRY
1369-703X	Biochemical Engineering Journal	Elsevier	1	NULL
1369-8001	Materials Science in Semiconductor Processing	Elsevier	1	PHYSICS AND CHEMISTRY
1369-8478	Transportation Research Part F: Psychology and Behaviour	Elsevier	1	TRANSPORTATION
1369-8486	Studies in History and Philosophy of Biol & Biomed Sci	Elsevier	1	NULL
1374-8505	Geologica Belgica	Self Owned - Non-Profit Society	0	NULL
1381-1169	Journal of Molecular Catalysis. A, Chemical	Elsevier	1	PHYSICS AND CHEMISTRY
1381-1177	Journal of Molecular Catalysis. B, Enzymatic	Elsevier	1	NULL
1381-5148	Reactive and Functional Polymers	Elsevier	1	PHYSICS AND CHEMISTRY
1382-6689	Environmental Toxicology and Pharmacology	Elsevier	1	ENVIRONMENTAL HEALTH
1383-5718	Mutation Research - Genetic Toxicology and Environmental Mutagenesis	Elsevier	1	ENVIRONMENTAL HEALTH
1383-5742	Mutation Research-Reviews in Mutation Research	Elsevier	1	MOLECULAR AND CELL BIOLOGY
1383-5769	Parasitology International	Elsevier	1	INFECTIOUS DISEASES
1383-5866	Separation and Purification Technology	Elsevier	1	NULL
1383-7621	Journal of Systems Architecture	Elsevier	1	NULL
1384-1076	New Astronomy	Elsevier	1	ASTRONOMY AND ASTROPHYSICS
1385-1101	Journal of Sea Research	Elsevier	1	ECOLOGY AND EVOLUTION
1385-8947	Chemical Engineering Journal	Elsevier	1	NULL
1386-1425	Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy	Elsevier	1	PHYSICS AND CHEMISTRY
