Publisher	longname	eISSN	pISSN	AuthorPrice	Website	year_price	free
BioMed Central Ltd	BMC Gastroenterology	1471-230X	1471-230X	1845	http://www.biomedcentral.com/bmcgastroenterol/	2012	0
BioMed Central Ltd	BMC Genetics	1471-2156	1471-2156	1845	http://www.biomedcentral.com/bmcgenet/	2012	0
BioMed Central Ltd	BMC Genomics	1471-2164	1471-2164	1845	http://www.biomedcentral.com/bmcgenomics/	2012	0
BioMed Central Ltd	BMC Health Services Research	1472-6963	1472-6963	1845	http://www.biomedcentral.com/bmchealthservres/	2012	0
BioMed Central Ltd	BMC Immunology	1471-2172	1471-2172	1845	http://www.biomedcentral.com/bmcimmunol/	2012	0
BioMed Central Ltd	BMC Infectious Diseases	1471-2334	1471-2334	1845	http://www.biomedcentral.com/bmcinfectdis/	2012	0
BioMed Central Ltd	BMC Medical Education	1472-6920	1472-6920	1845	http://www.biomedcentral.com/bmcmededuc/	2012	0
BioMed Central Ltd	BMC Medical Genetics	1471-2350	1471-2350	1845	http://www.biomedcentral.com/bmcmedgenet/	2012	0
BioMed Central Ltd	BMC Medical Genomics	1755-8794	1755-8794	1845	http://www.biomedcentral.com/bmcmedgenomics/	2012	0
BioMed Central Ltd	BMC Medical Informatics and Decision Making	1472-6947	1472-6947	1845	http://www.biomedcentral.com/bmcmedinformdecismak/	2012	0
BioMed Central Ltd	BMC Medical Research Methodology	1471-2288	1471-2288	1845	http://www.biomedcentral.com/bmcmedresmethodol/	2012	0
BioMed Central Ltd	BMC Medicine	1741-7015	1741-7015	2190	http://www.biomedcentral.com/bmcmed/	2012	0
BioMed Central Ltd	BMC Microbiology	1471-2180	1471-2180	1845	http://www.biomedcentral.com/bmcmicrobiol/	2012	0
BioMed Central Ltd	BMC Molecular Biology	1471-2199	1471-2199	1845	http://www.biomedcentral.com/bmcmolbiol/	2012	0
BioMed Central Ltd	BMC Musculoskeletal Disorders	1471-2474	1471-2474	1845	http://www.biomedcentral.com/bmcmusculoskeletdisord/	2012	0
BioMed Central Ltd	BMC Nephrology	1471-2369	1471-2369	1845	http://www.biomedcentral.com/bmcnephrol/	2012	0
BioMed Central Ltd	BMC Neurology	1471-2377	1471-2377	1845	http://www.biomedcentral.com/bmcneurol/	2012	0
BioMed Central Ltd	BMC Neuroscience	1471-2202	1471-2202	1845	http://www.biomedcentral.com/bmcneurosci/	2012	0
BMC-Springer	BMC Ophthalmology	1471-2415	1471-2415	2055	http://www.biomedcentral.com/bmcophthalmol/	2012	0
BioMed Central Ltd	BMC Pediatrics	1471-2431	1471-2431	1845	http://www.biomedcentral.com/bmcpediatr/	2012	0
BioMed Central Ltd	BMC Plant Biology	1471-2229	1471-2229	1845	http://www.biomedcentral.com/bmcplantbiol/	2012	0
BioMed Central Ltd	BMC Psychiatry	1471-244X	1471-244X	1845	http://www.biomedcentral.com/bmcpsychiatry/	2012	0
BioMed Central Ltd	BMC Public Health	1471-2458	1471-2458	1845	http://www.biomedcentral.com/bmcpublichealth/	2012	0
BioMed Central Ltd	BMC Structural Biology	1472-6807	1471-2237	1845	http://www.biomedcentral.com/bmcstructbiol/	2012	0
BioMed Central Ltd	BMC Systems Biology	1752-0509	1752-0509	1845	http://www.biomedcentral.com/bmcsystbiol/	2012	0
BioMed Central Ltd	BMC Veterinary Research	1746-6148	1746-6148	1845	http://www.biomedcentral.com/bmcvetres/	2012	0
Finnish Environment Research	Boreal Environment Research	1797-2469	1239-6095	0	http://www.borenv.net/	2012	1
Basic Medical Sciences of Federation of Bosnia	Bosnian Journal of Basic Medical Sciences	1840-4812	1512-8601	190	http://www.bjbms.org/	2012	0
Institute of Plant and Microbial Biology Academia Sinica	Botanical Studies	1817-406x	1817-406X	0	http://ejournal.sinica.edu.tw/bbas/	2012	1
Springer	Boundary Value Problems	1687-2770	1687-2762	670	http://www.boundaryvalueproblems.com	2012	0
Association of the Brazilian Journal of Biology	Brazilian Journal of Biology	1678-4375	1519-6984	0	http://www.scielo.br/revistas/bjb/iaboutj.htm	2012	0
BRAZILIAN SOC CHEMICAL ENG	BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING	1678-4383	0104-6632	0	http://www.scielo.br/revistas/bjce/iinstruc.htm#001	2012	1
Brazilian Society of Infectious Diseases	Brazilian Journal of Infectious Diseases	1678-4391	1413-8670	0	http://www.scielo.br/revistas/bjid/iaboutj.htm	2012	1
AssociaÂçâ€_o Brasileira de DivulgaÂçâ€_o Cientâ€™fica	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	1414-431X	0100-879X	800	http://www.scielo.br/revistas/bjmbr/iinstruc.htm	2012	0
Conselho Nacional de Desenvolvimento Cientâ€™fico e Tecnolâ€”gico	BRAZILIAN JOURNAL OF MICROBIOLOGY	1678-4405	1517-8382	0	http://www.scielo.br/revistas/bjm/iaboutj.htm#Basic	2012	1
Universidade de Sâ€_o Paulo	Brazilian Journal of Oceanography	1982-436X	1679-8759	0	http://www.scielo.br/revistas/bjoce/iaboutj.htm	2012	1
Brazilian Physical Society	Brazilian Journal of Physics	0103-9733	0103-9733	0	http://www.sbfisica.org.br/bjp/	2012	1
Dove Press	Breast Cancer 	1179-1314	1340-6868	1695	http://www.dovepress.com/breast-cancer---targets-and-therapy-journal	2012	0
BioMed Central Ltd	Breast Cancer Research	1465-5411	1465-5411	1845	http://breast-cancer-research.com/	2012	0
J-Stage	Breeding Science	1347-3735	1344-7610	0	http://www.jstage.jst.go.jp/browse/jsbbs/_vols	2012	0
University of Buffalo	Buffalo Law Review	0023-9356	0023-9356	0	http://www.buffalolawreview.org/	2012	1
Bulletin of Clinical Psychopharmacology	Bulletin of Clinical Psychopharmacology	1302-9657	1017-7833	0	http://www.psikofarmakoloji.org/v2/informationtoauthors.asp	2012	1
Czech Geological Survey.	Bulletin of Geosciences	1802-8225	1214-1119	0	http://www.geology.cz/bulletin/scope	2012	1
Indian Academy of Sciences	Bulletin of Materials Science	0973-7669	0250-4707	0	http://www.ias.ac.in/matersci/	2012	1
American Mathematical Society	Bulletin of the American Mathematical Society	1088-9485	0273-0979	0	http://www.ams.org/publications/journals/journalsframework/bull	2012	1
American Meteorological Society	Bulletin of the American Meteorological Society	1520-0477	0003-0007	0	http://www.ametsoc.org/pubs/bams/bams_submissions.html	2012	0
American Museum of natural history	Bulletin of the American Museum of Natural History	0003-0090	0003-0090	0	http://digitallibrary.amnh.org/dspace/handle/2246/7	2012	1
Geological Society of Denmark	Bulletin of the Geological Society of Denmark	Nov-97	Nov-97	0	http://2dgf.dk/dgf_uk/main.html	2012	1
Korean Chemical Society	Bulletin of the Korean Chemical Society	1229-5949	0253-2964	0	http://newjournal.kcsnet.or.kr/main/j_bkcs/information.htm?qpage=bkcs&spage=information	2012	1
Polish Academy of Sciences	Bulletin of the Polish Academy of Sciences-Technical Sciences	0239-7528	0239-7528	0	http://www.ippt.gov.pl/~bulletin/	2012	1
World Health Organization	Bulletin of the World Health Organization	0042-9686	0042-9686	0	http://www.who.int/bulletin/about/en/	2012	1
Escola Nacional de SaÅ“de PÅ“blica Sergio Arouca	Cadernos de SaÅ“de PÅ“blica	1678-4464	0102-311X	0	http://www.scielo.br/scielo.php?script=sci_serial&pid=0102-311X&lng=en&nrm=iso	2012	1
University of California	California Agriculture	2160-8091	0008-0845	0	http://californiaagriculture.ucanr.org/	2012	1
College of Family Physicians of Canada	Canadian Family Physician	715-5258	0008-350X	0	http://www.cfp.ca/	2012	1
Canadian Medical Association	CANADIAN JOURNAL OF SURGERY	1488-2310	0008-428X	0	http://www.cma.ca/cjs	2012	1
BioMed Central Ltd	Cardiovascular Diabetology	1475-2840	1475-2840	1835	http://www.cardiab.com	2012	0
BioMed Central Ltd	Cardiovascular Ultrasound	1476-7120	1476-7120	1625	http://www.cardiovascularultrasound.com	2012	0
University of Puerto Rico	Caribbean Journal of Science	Aug-52	Aug-52	0	http://www.caribjsci.org/	2012	0
American Society for Cell Biology	CBEÃ‘Life Sciences Education	1536-7509	1931-7913	0	http://www.lifescied.org/	2012	1
Nature Publishing Group	Cell Death & Disease	2041-4889	2041-4889	3000	http://www.nature.com/cddis/	2012	0
BioMed Central Ltd	Cell Division	1747-1028	1747-1028	1780	http://www.celldiv.com	2012	0
Japan Society for Cell Biology	Cell Structure and Function	1347-3700	0386-7196	0	http://www.jstage.jst.go.jp/browse/csf/	2012	1
Hunter College	Centro Journal	1538-6279	1538-6279	0	http://centropr.hunter.cuny.edu/about	2012	1
Academy of Romanian Scientists	Chalcogenide Letters	1584-8663	1584-8663	210	http://www.chalcogen.infim.ro/letters.html	2012	0
Pharmaceutical Society of Japan	CHEMICAL & PHARMACEUTICAL BULLETIN	1347-5223	Sep-63	0	http://cpb.pharm.or.jp/	2012	0
Croatian Association of Chemical Engineers	CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY	0352-9568	0352-9568	0	http://www.cabeq.pbf.hr/about/index.html	2012	1
AMER INST CHEMICAL ENGINEERS	CHEMICAL ENGINEERING PROGRESS	0360-7275	0360-7275	0	http://www.aiche.org/cep/	2012	1
National Library of Serbia	Chemical Industry & Chemical Engineering Quarterly 	1451-9372	1451-9372	0	http://www.ache.org.rs/CICEQ/CI&CEQ.html	2012	1
Chemistry Central Ltd	Chemistry Central Journal	1752-153X	1752-153X	810	http://www.journal.chemistrycentral.com/	2012	0
Royal Society of Chemistry	Chemistry Education Research and Practice	1109-4028	1109-4028	0	http://www.rsc.org/publishing/journals/rp/about.asp	2012	1
Physical Society of Republic of China.	Chinese Journal of Physics	1741-3540	0577-9073	0	http://psroc.phys.ntu.edu.tw/cjp/about.php	2012	1
Springer	Chinese Science Bulletin	1861-9541	1001-6538	0	http://www.springer.com/11434	2012	1
Oceanological Research Institute of UABC.	Ciencias Marinas	0185-3880	0185-3880	0	http://www.cienciasmarinas.com/index.php/cmarinas	2012	0
J-Stage	Circulation Journal	1347-4820	1346-9843	0	http://www.j-circ.or.jp/english/circulation_journal/circulation_journal.html	2012	0
Cleveland Clinic	Cleveland Clinic Journal of Medicine	1939-2869	0891-1150	0	http://www.ccjm.org/	2012	1
European Geosciences Union	Climate of the past	1814-9332	1814-9324	0	http://www.climate-of-the-past.net/home.html	2012	0
Hindawi	Clinical and Developmental Immunology	1740-2530	1740-2522	1500	http://www.hindawi.com/journals/cdi/	2012	0
Canadian Medical Association	Clinical and investigative medicine	0147-958X	0147-958X	0	http://cimonline.ca/index.php/cim	2012	0
Faculdade de Medicina / USP	Clinics	1980-5322	1807-5932	1000	http://www.scielo.br/scielo.php?pid=1807-5932&script=sci_serial	2012	0
American Library Association	COLLEGE & RESEARCH LIBRARIES	2150-6701	0010-0870	0	http://crl.acrl.org/	2012	1
Hindawi	Comparative and Functional Genomics	1532-6268	1531-6912	1500	http://www.hindawi.com/journals/cfg/	2012	0
Sociedade Brasileira de Matemâ€¡tica Aplicada e Computacional	Computational and Applied Mathematics	0101-8205	0101-8205	0	http://www.scielo.br/scielo.php?script=sci_serial&pid=1807-0302&lng=en&nrm=iso	2012	1
Hindawi	Computational and Mathematical Methods in Medicine	1748-6718	1748-670X	1200	http://www.hindawi.com/journals/cmmm/apc/	2012	0
MIT Press	Computational Linguistics	1530-9312	0891-2017	0	http://www.mitpressjournals.org/loi/coli	2012	1
ASSOC COMPUTING MACHINERY	COMPUTER COMMUNICATION REVIEW	0146-4833	0146-4833	0	http://www.sigcomm.org/publications/computer-communication-review	2012	1
Grupo Comunicar	Comunicar	1988-3293	1134-3478	0	http://www.revistacomunicar.com/index.php?contenido=politica	2012	1
Institute for Condensed Matter Physics	Condensed Matter Physics	1607-324X	1607-324X	0	http://www.icmp.lviv.ua/journal/	2012	1
Termedia	Contemporary Oncology	1897-4309	1428-2526	0	http://www.termedia.pl/Journal/Wspolczesna_Onkologia-3/Info	2012	1
Netherlands Centre for Biodiversity Naturalis	Contributions to Zoology	1875-9866	1383-4517	0	http://www.ctoz.nl/	2012	1
Autonomous University of the State of Mexico	Convergencia	1405-1435	1405-1435	0	http://convergencia.uaemex.mx/rev41/english/editorial.html	2012	1
BioMed Central Ltd	Critical Care	1364-8535	1466-609X	1845	http://ccforum.com/	2012	0
Croatian Medical Schools	Croatian Medical Journal	1332-8166	0353-9504	0	http://www.cmj.hr/default.aspx?id=26	2012	1
Universidade Federal de ViÂçosa Brazil	Crop Breeding and Applied Biotechnology	1984-7033	1518-7853	0	http://www.sbmp.org.br/cbab/siscbab/	2012	1
European Geosciences Union	Cryosphere	1994-0424	1994-0416	0	http://www.the-cryosphere.net/	2012	0
Canadian Urological Association	CUAJ-Canadian Urological Association Journal	1911-6470	1911-6470	0	http://www.cuaj.ca/en/index.asp	2012	1
Horizon Press	Current Issues in Molecular Biology	1467-3037	1467-3037	1350	http://www.horizonpress.com/cimbsubmit	2012	0
Multimed Inc	Current Oncology	1718-7729	1198-0052	0	http://www.current-oncology.com/index.php/oncology/index	2012	0
Indian Academy of Sciences.	Current Science	Nov-91	Nov-91	0	http://cs-test.ias.ac.in/cs/index.php	2012	1
Czech Academy of Agricultural Sciences	Czech Journal of Animal Science	1212-1819	1212-1819	0	http://journals.uzpi.cz/web/cjas.htm	2012	1
Czech Academy of Agricultural Sciences	Czech Journal of Food Sciences	1212-1800	1212-1800	0	http://journals.uzpi.cz/web/cjfs.htm	2012	1
Instituto Universitâ€¡rio de Pesquisas do Rio de Janeiro	Dados	1678-4588	Nov-58	0	http://www.scielo.br/revistas/dados/iaboutj.htm	2012	1
DANISH MEDICAL ASSN	Danish Medical Bulletin	1603-9629	0907-8916	0	http://www.danmedbul.dk/portal/page/portal/danmedbul.dk/dmb_forside	2012	1
DARU	DARU Journal of Pharmaceutical Sciences	2008-2231	1560-8115	0	http://daru.tums.ac.ir/index.php/daru/index	2012	1
Ministry of Defence India	Defence Science Journal	0976-464X	0011-748X	0	http://publications.drdo.gov.in/ojs/index.php/dsj	2012	1
Max Planck Society	Demographic Research	1435-9871	1435-9871	0	http://www.demographic-research.org/	2012	1
Polish Academy of Sciences	Dendrobiology	1641-1307	1641-1307	0	http://www.idpan.poznan.pl/index.php/journal-info.html	2012	1
Turkish Society of Radiology	Diagnostic and interventional radiology	1305-3825	1305-3825	0	http://www.dirjournal.org/	2012	1
BioMed Central Ltd	Diagnostic Pathology	1746-1596	1746-1596	1625	http://www.diagnosticpathology.org	2012	0
Hindawi	Discrete Dynamics in Nature and Society	1607-887X	1026-0226	800	http://www.hindawi.com/journals/ddns/	2012	0
Company of Biologists	Disease Models and Mechanisms	1754-8411	1754-8403	2090	http://dmm.biologists.org/	2012	0
Oxford University Press	DNA Research	1756-1663	1340-2838	500	http://dnaresearch.oxfordjournals.org/	2012	0
Deutsche Mathematiker-Vereinigung	Documenta Mathematica	1431-0643	1431-0643	0	http://www.math.uiuc.edu/documenta/	2012	1
Japanese Society for the Study of Xenobiotics	Drug Metabolism and Pharmacokinetics	1880-0920	1347-4367	0	http://www.jstage.jst.go.jp/browse/dmpk	2012	0
ADIS International	DRUGS IN R&D	1179-6901	1174-5886	3000	http://adisonline.com/drugsrd/pages/default.aspx	2012	0
Duke University	Duke Law Journal	Dec-86	Dec-86	0	http://dlj.law.duke.edu/	2012	1
International Press	Dynamics of Partial Differential Equations	2163-7873	1548-159X	0	http://www.intlpress.com/DPDE/	2012	1
European Polymer Federation	e-Polymers	1618-7229	1618-7229	0	http://www.e-polymers.org/index.php?option=com_frontpage&Itemid=1	2012	1
Universidad Nacional de Colombia	Earth Sciences Research Journal	1794-6190	1794-6190	0	http://www.esrj.unal.edu.co/	2012	1
Resilience Alliance	Ecology and Society	1708-3087	1708-3087	975	http://www.ecologyandsociety.org/	2012	0
University of California	Ecology Law Quarterly	0046-1121	0046-1121	0	http://boalt.org/elq/	2012	1
Atlas Economic Research Foundation	Econ Journal Watch	1933-527X	1933-527X	0	http://econjwatch.org/	2012	1
International Forum of Educational Technology & Society	Educational Technology & Society	1436-4522	1436-4522	0	http://www.ifets.info/	2012	1
The Electrochemical Society of Japan	ELECTROCHEMISTRY	2186-2451	1344-3542	0	http://edit.electrochem.jp/index_e.html	2012	0
Institute for mathematical statistics	Electronic communications in probability	1083-589X	1083-589X	0	http://128.208.128.142/~ejpecp/ECP/about.php	2012	1
Electronic Journal of Combinatorics	Electronic journal of combinatorics	1077-8926	1077-8926	0	http://www.combinatorics.org/	2012	1
International Linear Algebra Society	Electronic Journal of Linear Algebra	1081-3810	1081-3810	0	http://www.math.technion.ac.il/iic/ela/	2012	1
Institute for mathematical statistics	Electronic journal of probability	1083-6489	1083-6489	0	http://128.208.128.142/~ejpecp/	2012	1
Bolyai Institute  University of Szeged	Electronic Journal of Qualitative Theory of Differential Equations	1417-3875	1417-3875	0	http://www.math.u-szeged.hu/ejqtde/	2012	1
Institute of Mathematical Statistics	Electronic Journal of Statistics	1935-7524	1935-7524	0	http://imstat.org/ejs/	2012	1
American Mathematical Society	Electronic Research Announcements in Mathematical Sciences	1079-6762	1935-9179	0	http://www.math.psu.edu/era/	2012	1
Kent State University	Electronic Transactions on Numerical Analysis	1068-9613	1068-9613	0	http://etna.mcs.kent.edu/	2012	1
Center for Disease Control	Emerging Infectious Diseases	1080-6040	1080-6040	0	http://wwwnc.cdc.gov/eid/pages/about.htm	2012	1
Japan Endocrine Society	Endocrine Journal	1348-4540	0918-8959	0	http://square.umin.ac.jp/endocrine/english/index.html	2012	0
MDPI	Energies	 1996-107	1996-1073	851	http://www.mdpi.com/journal/energies	2012	0
Hong Kong Polytechnic University	Engineering Applications of Computational Fluid Mechanics	1997-003X	1994-2060	0	http://jeacfm.cse.polyu.edu.hk/	2012	1
University of Waikato	English Teaching Practice and Critique	1175-8708	1175-8708	0	http://edlinked.soe.waikato.ac.nz/research/journal/view.php?view=true&id=62&p=1	2012	1
MDPI	Entropy	1099-4300	1099-4300	1070	http://www.mdpi.com/journal/entropy	2012	0
BioMed Central Ltd	Environmental Health	1476-069X	1476-069X	1700	http://www.ehjournal.net	2012	0
US National Institute of Health	Environmental Health Perspectives	0091-6765	0091-6765	0	http://ehp03.niehs.nih.gov/home.action	2012	1
Institute of Physics 	Environmental Research Letters	1748-9326	1748-9326	1600	http;//iopscience.org/erl	2012	0
BioMed Central Ltd	Epigenetics & Chromatin	1756-8935	1756-8935	2190	http://www.epigeneticsandchromatin.com	2012	0
Estonian Academy of Sciences	Estonian Journal of Earth Sciences	1736-7557	1736-4728	0	http://www.kirj.ee/10399/	2012	1
ELECTRONICS TELECOMMUNICATIONS RESEARCH INST	ETRI JOURNAL	1225-6463	1225-6463	0	http://etrij.etri.re.kr/	2012	1
Springer	EURASIP Journal on Advances in Signal Processing	1687-6180	1687-6172	1340	http://asp.eurasipjournals.com	2012	0
Springer	EURASIP Journal on Image and Video Processing	1687-5281	1687-5176	935	http://jivp.eurasipjournals.com	2012	0
Springer	EURASIP Journal on Wireless Communications and Networking	1687-1499	1687-1499	1340	http://jwcn.eurasipjournals.com	2012	0
AO Research	European Cells & Materials 	1473-2262	1473-2262	0	http://www.ecmjournal.org/index.htm	2012	1
